Title,Brand,Price,Condition,Retail_Price,Volume,Exterior_Color,Exterior_Material,Interior_Color,Interior_Material,Accessories,Ac_Count
Fendi Kan I Bag Pearl Embellished Leather Small,Fendi,1160.0,Excellent,2300.0,112.5,Pink,Leather,Neutral,Microfiber,['Dust bag'],1.0
Celine Tricolor Luggage Bag Canvas and Leather Nano,Celine,1525.0,Great,2700.0,256.0,"Black, Neutral, Orange, Multicolor","Canvas (Plain), Leather",Black,Leather,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton Neverfull NM Tote Limited Edition Escale Monogram Giant MM,Louis Vuitton,2830.0,Excellent,,825.0,Blue,Canvas Coated,Blue,Fabric,['Pochette'],1.0
Fendi Mon Tresor Bucket Bag Leather Mini,,,,,,,,,,,
Chanel Vintage Front Pocket Camera Bag Quilted Lambskin Small,,,,,,,,,,,
Christian Dior Saddle Wristlet Leather,Christian Dior,1225.0,Excellent,,48.0,Black,Leather,Black,Leather,['No accessories'],0.0
Balenciaga Everyday Crossbody Bag Glitter Leather XS,Balenciaga,710.0,Excellent,1150.0,70.0,Silver,Leather,Black,Leather,['No accessories'],0.0
Chanel Classic Double Flap Bag Quilted Caviar Jumbo,,,,,,,,,,,
Louis Vuitton Sologne Handbag Monogram Multicolor,Louis Vuitton,1835.0,Very Good,,210.0,"White, Multicolor",Canvas (Coated),Red,Microfiber,['No accessories'],0.0
Gucci GG Marmont Top Handle Bag Leather Small,,,,,,,,,,,
Chanel Boy Flap Bag Quilted Iridescent Glazed Calfskin New Medium,Chanel,6355.0,Very Good,,231.0,Blue,Leather,Blue,Fabric,"['Box', 'Dust bag', 'Authenticity card']",3.0
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,4840.0,Very Good,6800.0,195.0,Black,Leather,Red,Leather,['No accessories'],0.0
Chanel Logo Shopping Tote Printed Raffia Medium,,,,,,,,,,,
Saint Laurent Classic Monogram Tassel Chain Wallet Leather,,,,,,,,,,,
Chanel Boy Flap Bag Quilted Lambskin Old Medium,Chanel,5955.0,Great,,180.0,Green,Leather,Green,Fabric,"['Dust bag', 'Authenticity card']",2.0
Gucci Soho Disco Crossbody Bag Leather Small,Gucci,1310.0,Excellent,,144.0,Red,Leather,Neutral,Canvas Interior,"['Dust bag', 'Box']",2.0
Chanel Classic Double Flap Bag Quilted Tweed Medium,Chanel,4500.0,Very Good,6500.0,180.0,"Blue, Green, Multicolor",Tweed,Green,Leather,['No accessories'],0.0
Chanel Classic Single Flap Bag Quilted Caviar Mini,Chanel,5815.0,Great,,100.0,Red,Leather,Red,Leather,"['Dust bag', 'Authenticity card', 'Box']",3.0
Gucci Soho Disco Crossbody Bag Leather Small,,,,,,,,,,,
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Medium,,,,,,,,,,,
Chanel CC Camellia Flap Bag Embellished Lambskin Mini,Chanel,6590.0,Great,,67.5,"Metallic, Silver",Leather,Black,Leather,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Spring Street Handbag NM Vernis,,,,,,,,,,,
Louis Vuitton Alma Handbag Damier BB,,,,,,,,,,,
Gucci Pearly GG Marmont Flap Bag Matelasse Denim Small,Gucci,2085.0,Very Good,2200.0,135.0,Blue,Denim,"Pink, Print",Fabric,['Dust bag'],1.0
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,Louis Vuitton,3255.0,Very Good,,1200.0,Brown,Canvas (Coated),Red,Fabric,['Dust bag'],1.0
Gucci GG Marmont Shoulder Bag Matelasse Leather Small,Gucci,1285.0,Excellent,,148.5,Blue,Leather,Neutral,Microfiber,['Dust bag'],1.0
Balenciaga Navy Backpack Canvas Medium,Balenciaga,730.0,Good,1400.0,931.5,Neutral,Canvas (Plain),Black,Fabric,['Dust bag'],1.0
Saint Laurent Uptown Tote Leather Medium,Saint Laurent,1645.0,Great,2490.0,684.0,Neutral,Leather,Black,Leather,"['Pochette', 'Dust bag', 'Detachable Strap']",3.0
Louis Vuitton Pochette Saint Louis Damier,,,,,,,,,,,
Louis Vuitton Saint Jacques Handbag Epi Leather PM,Louis Vuitton,415.0,Good,1350.0,342.0,Green,Leather,Green,Microfiber,['No accessories'],0.0
Christian Dior Lady Dior Camera Bag Cannage Studded Leather,Christian Dior,1145.0,Excellent,3000.0,48.0,Pink,Leather,Pink,Microfiber,['Detachable Strap'],1.0
Chanel Egyptian Hieroglyph Tote Denim and Shearling,,,,,,,,,,,
Chanel Coco Sailor Flap Bag Quilted Jersey Medium,Chanel,4285.0,Great,,195.0,"Neutral, Print, Red",Fabric,Neutral,Leather,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton Pochette Metis Monogram Canvas,Louis Vuitton,2490.0,Very Good,,213.75,Brown,Canvas (Coated),Brown,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Fendi Fendista Pochette Crossbody Leather,Fendi,650.0,Great,850.0,108.0,Pink,Leather,Pink,Fabric,['Dust bag'],1.0
Gucci GG Marmont Shoulder Bag Matelasse Leather Small,Gucci,1545.0,Great,,130.625,Black,Leather,Neutral,Microfiber,['No accessories'],0.0
Saint Laurent Classic Monogram Envelope Satchel Quilted Leather Medium,,,,,,,,,,,
Gucci Zip Tote Flora Canvas Large,Gucci,1400.0,Excellent,1500.0,1120.0,"Blue, Print, Multicolor",Canvas Plain,Neutral,Fabric,['Dust bag'],1.0
Gucci Dionysus Chain Wallet GG Coated Canvas Small,Gucci,1530.0,Great,,100.0,Brown,Canvas (Coated),Brown,"Fabric, Leather","['Dust bag', 'Detachable Strap']",2.0
Christian Dior Vintage Lady Dior Bag Cannage Quilt Nylon Medium,Christian Dior,1175.0,Very Good,2000.0,285.0,Black,Nylon,Black,Fabric,['Detachable Strap'],1.0
Chanel Classic Double Flap Bag Quilted Caviar Maxi,Chanel,5695.0,Very Good,8000.0,409.5,Blue,Leather,Blue,Leather,['Authenticity card'],1.0
Hermes Kelly Handbag Etrusque Buffalo Skipper with Gold Hardware 35,,,,,,,,,,,
Chanel Wallet on Chain Quilted Lambskin,Chanel,2330.0,Good,2650.0,70.0,Pink,Leather,Pink,"Fabric, Leather","['Authenticity card', 'Dust bag', 'Box']",3.0
Chanel Vintage Front Pocket Camera Bag Quilted Leather Small,Chanel,2880.0,Very Good,3500.0,144.0,Gray,Leather,Black,Leather,['Authenticity card'],1.0
Prada Cuir Double Tote Saffiano Leather Small,Prada,1665.0,Great,2590.0,540.0,White,Leather,Blue,Leather,"['Luggage Tag', 'Poignet', 'Dust bag', 'Detachable Strap']",4.0
Chanel CC Chain Drawstring Bucket Bag Quilted Lambskin Small,Chanel,3030.0,Very Good,3300.0,450.0,Pink,Leather,Pink,Fabric,"['Authenticity card', 'Detachable Strap']",2.0
Goyard Jersey Handbag Coated Canvas PM,Goyard,1670.0,Good,,346.5,Yellow,Canvas (Coated),Yellow,Fabric,['Dust bag'],1.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2945.0,Excellent,,67.5,Brown,Canvas Coated,Brown,"Fabric, Leather","['Extra Bag', 'Extra Strap', 'Pochette', 'Box', 'Dust bag', 'Detachable Strap']",6.0
Louis Vuitton Palm Springs Backpack Monogram Canvas Mini,Louis Vuitton,2230.0,Excellent,,153.0,Brown,Canvas (Coated),Black,Fabric,['Detachable Strap'],1.0
Louis Vuitton Apollo Backpack Limited Edition Reflect Monogram Canvas,,,,,,,,,,,
Hermes Constance Bag Box Calf 18,Hermes,7490.0,Great,,84.0,Black,Leather,Black,Leather,['No accessories'],0.0
Louis Vuitton Soufflot Tote Monogram Canvas BB,Louis Vuitton,2170.0,Excellent,2430.0,393.75,Brown,Canvas Coated,Purple,Microfiber,"['Luggage Tag', 'Detachable Strap']",2.0
Christian Dior Vintage Lady Dior Bag Printed Canvas Medium,,,,,,,,,,,
Chanel Deauville Tote Raffia XL,Chanel,4010.0,Excellent,,2635.0,Gray,Raffia,Black,Fabric,['Authenticity card'],1.0
Louis Vuitton Keepall Triangle Bandoulier Monogram Tuffetage Canvas 50,Louis Vuitton,5900.0,Excellent,,2645.0,"Black, Brown",Canvas Coated,Black,Fabric,"['Dust bag', 'Lock', 'Keys', 'Luggage Tag', 'Poignet']",5.0
Chanel Neo Executive Tote Grained Calfskin Medium,Chanel,2460.0,Good,4300.0,990.0,Black,Leather,Red,Fabric,"['Authenticity card', 'Detachable Strap']",2.0
Saint Laurent Classic Monogram Envelope Satchel Quilted Leather Medium,Saint Laurent,2625.0,Excellent,,166.25,Black,Leather,Black,Fabric,['Dust bag'],1.0
Chanel Chic Quilt Flap Bag Quilted Iridescent Calfskin Small,,,,,,,,,,,
Chanel Sevruga Wallet on Chain Caviar,Chanel,2080.0,Very Good,2500.0,37.5,Neutral,Leather,Neutral,Fabric,['No accessories'],0.0
Chanel CC Mania Vanity Case Tweed with Lambskin,Chanel,4080.0,Great,,175.5,"Blue, Red, White","Leather, Tweed",Blue,Denim,"['Authenticity card', 'Dust bag']",2.0
Hermes Picotin Lock Bag Clemence PM,Hermes,3060.0,Excellent,,245.0,Black,Leather,Black,Raw Leather,"['Keys', 'Lock', 'Dust bag']",3.0
Chanel Mademoiselle Lock Flap Bag Quilted Lambskin East West,Chanel,1515.0,Good,2250.0,117.0,Neutral,Leather,Neutral,Satin,['Authenticity card'],1.0
Fendi Baguette Leather Micro,Fendi,670.0,Great,1100.0,21.0,Blue,Leather,Black,Fabric,['Detachable Strap'],1.0
Prada Convertible Sound Bag Calfskin Medium,Prada,690.0,Great,2185.0,135.0,Neutral,Leather,Brown,Leather,"['Extra Strap', 'Detachable Strap']",2.0
Hermes Kelly Wallet to Go Epsom,Hermes,6865.0,Excellent,,36.0,Black,Leather,Black,Leather,"['Dust bag', 'Detachable Strap']",2.0
Chanel Boy Flap Bag Quilted Lambskin Old Medium,Chanel,4010.0,Very Good,5300.0,180.0,Pink,Leather,Neutral,Fabric,['Authenticity card'],1.0
Saint Laurent Classic Monogram Blogger Crossbody Bag Studded Leather Small,Saint Laurent,935.0,Very Good,1150.0,49.5,Black,Leather,Black,Leather,['Dust bag'],1.0
Saint Laurent Classic Duffle Bag Leather 6,,,,,,,,,,,
Prada Bauletto Bag Saffiano Leather Mini,Prada,675.0,Great,750.0,48.0,Blue,Leather,Blue,Fabric,"['Clochette missing', 'Keys missing', 'Lock', 'Detachable Strap']",4.0
Gucci Web Camera Shoulder Bag GG Coated Canvas Small,Gucci,995.0,Excellent,,130.625,Black,Canvas Coated,Black,Canvas Interior,['Detachable Strap'],1.0
Chanel Vintage Front Pocket Tote Lambskin Medium,Chanel,1230.0,Good,,378.0,Black,Leather,Black,Leather,['No accessories'],0.0
Salvatore Ferragamo Convertible Gancini Top Handle Tote Printed Leather Medium,,,,,,,,,,,
Balenciaga BB Chain Round Shoulder Bag Quilted Wool Medium,Balenciaga,995.0,Great,1715.0,220.5,"Black, Print, Red, Multicolor",Wool,Black,Leather,['Dust bag'],1.0
Hermes Birkin Handbag Rouge Casaque Clemence with Palladium Hardware 30,Hermes,16695.0,Excellent,,586.5,Red,Leather,Red,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']",4.0
Gucci Ottilia Top Handle Bag Embellished Leather with Snakeskin Small,,,,,,,,,,,
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2670.0,Excellent,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Detachable Strap']",4.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,,,,,,,,,,,
Prada Flap Compartment Shoulder Bag Soft Calfskin Small,Prada,805.0,Excellent,1895.0,171.0,Gray,Leather,Black,Leather,['No Accessories'],1.0
Celine Vertical Cabas Tote Grained Calfskin Small,,,,,,,,,,,
Chanel Doudoune Backpack Embossed Nylon Medium,Chanel,2105.0,Excellent,2500.0,920.0,Silver,Nylon,Blue,Nylon,['Authenticity card'],1.0
Christian Dior Saddle Handbag Oblique Canvas Mini,,,,,,,,,,,
Celine Luggage Bag Grainy Leather Nano,Celine,1940.0,Good,2700.0,256.0,Gray,Grainy Leather,Gray,Suede,['Detachable Strap'],1.0
Chanel Rainbow Boy Flap Bag Quilted Painted Caviar Old Medium,Chanel,5615.0,Very Good,,180.0,Multicolor,Leather,Pink,Fabric,['Authenticity card'],1.0
Louis Vuitton Keepall Bandouliere Bag Monogram See Through Mesh 50,Louis Vuitton,5015.0,Excellent,,2121.75,Pink,Mesh,Pink,Mesh,"['Keys', 'Lock', 'Luggage Tag', 'Poignet', 'Detachable Strap']",5.0
Chanel Classic Single Flap Bag Quilted Jersey Mini,Chanel,3240.0,Excellent,,100.0,Blue,Jersey,Black,Leather,"['Authenticity card', 'Box', 'Dust bag']",3.0
Givenchy Antigona Bag Leather Small,Givenchy,1400.0,Very Good,2290.0,594.0,Gray,Leather,Black,Fabric,['Detachable Strap'],1.0
Louis Vuitton Favorite Handbag Monogram Canvas MM,Louis Vuitton,1750.0,Great,,99.75,Brown,Canvas (Coated),Red,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Chanel French Riviera Flap Bag Quilted Caviar Large,Chanel,2925.0,Good,3400.0,288.0,Red,Leather,Gray,Fabric,['Authenticity card'],1.0
Chloe Marcie Crossbody Bag Leather Mini,Chloe,705.0,Very Good,890.0,157.5,Gray,Leather,Green,Fabric,['Dust bag'],1.0
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Toy,Saint Laurent,1495.0,Great,,123.75,Black,Leather,Black,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Hermes Constance Wallet To Go Epsom,Hermes,10830.0,Excellent,,36.0,Neutral,Leather,Neutral,Leather,"['Box', 'Detachable Strap']",2.0
Saint Laurent Kaia Shoulder Bag Leather Mini,,,,,,,,,,,
Louis Vuitton Neverfull Tote Limited Edition Monogram Graffiti GM,Louis Vuitton,2800.0,Good,,1664.0,"Brown, Orange, Print",Canvas (Coated),"Gray, Orange, Print",Fabric,['No accessories'],0.0
Chanel 18K Charms Wallet on Chain Quilted Lambskin,Chanel,3070.0,Very Good,,37.5,Black,Leather,Black,"Leather, Fabric",['Dust bag'],1.0
Prada Double Zip Crossbody Bag Tessuto Small,,,,,,,,,,,
Chanel Boy Flap Bag Quilted Tweed with Patent Old Medium,,,,,,,,,,,
Fendi Chef Flap Bag Printed Canvas Small,Fendi,1150.0,Excellent,,312.0,"Black, Brown, Print",Canvas Plain,Brown,Fabric,"['Dust bag', 'Charms']",2.0
Chanel Gabrielle Flap Bag Chevron Leather Medium,Chanel,3290.0,Very Good,,204.75,Brown,Leather,Neutral,Fabric,['No accessories'],0.0
Chanel O Case Clutch Quilted Iridescent Lambskin Medium,,,,,,,,,,,
Celine Vintage Convertible Top Handle Bag Macadam Coated Canvas Medium,Celine,730.0,Very Good,,245.0,Brown,Canvas Coated,Black,Leather,"['Charms', 'Detachable Strap']",2.0
Louis Vuitton Marignan Handbag Monogram Canvas with Leather,Louis Vuitton,1875.0,Fair,2420.0,368.0,Brown,"Canvas (Coated), Leather",Black,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Chanel Camera Case Bag Quilted Lambskin Medium,Chanel,2715.0,Very Good,,231.0,Blue,Leather,Blue,Leather,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Kimono Handbag Monogram Canvas and Leather PM,,,,,,,,,,,
Christian Dior Lady Dior Bag Cannage Quilt Lambskin Medium,Christian Dior,2330.0,Fair,4900.0,380.0,White,Leather,Neutral,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Chanel On the Bund Accordion Flap Bag Leather Large,Chanel,1965.0,Good,2450.0,1001.0,Blue,Leather,Gray,Fabric,['Authenticity card'],1.0
Saint Laurent Sunset Chain Wallet Leather,Saint Laurent,1575.0,Very Good,,52.5,Metallic,Leather,Black,Leather,['Dust bag'],1.0
Louis Vuitton New Wave Chain Bag Quilted Leather PM,Louis Vuitton,1930.0,Very Good,,100.0,Pink,Leather,Pink,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton Vintage Alma Handbag Epi Leather PM,Louis Vuitton,750.0,Very Good,2120.0,798.0,Brown,Leather,Brown,Microfiber,"['Keys missing', 'Lock missing']",2.0
Louis Vuitton Neverfull NM Tote Limited Edition Colored Monogram Giant MM,,,,,,,,,,,
Chanel Boy Wallet on Chain Chevron Calfskin,Chanel,2295.0,Great,2500.0,50.625,Red,Leather,Red,Fabric,['Dust bag'],1.0
Bottega Veneta Cassette Crossbody Bag Maxi Intrecciato Leather Mini,,,,,,,,,,,
Chanel Bicolor Boy Flap Bag Quilted Lambskin Old Medium,Chanel,4175.0,Very Good,5300.0,171.0,"Black, Red",Leather,Red,Fabric,['Authenticity card'],1.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2940.0,Excellent,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Dust bag', 'Detachable Strap']",5.0
Prada Front Pocket Camera Bag Tessuto Small,Prada,540.0,Very Good,950.0,80.0,Blue,Nylon,Blue,Fabric,['Detachable Strap'],1.0
Celine Trotteur Crossbody Bag Grainy Leather Small,,,,,,,,,,,
Louis Vuitton Cluny Top Handle Bag Epi Leather BB,Louis Vuitton,1525.0,Great,2710.0,320.0,Pink,Leather,Brown,Microfiber,"['Clochette missing', 'Detachable Strap']",2.0
Balenciaga Logo Ville Bag Leather XXS,Balenciaga,1240.0,Excellent,1790.0,126.0,Blue,Leather,Black,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Gucci Dionysus Convertible Tote Suede Medium,Gucci,1310.0,Good,2750.0,352.6875,Black,Suede,Black,Leather,['Detachable Strap'],1.0
Chanel Coco Boy Camera Bag Quilted Leather Small,,,,,,,,,,,
Burberry Rucksack Backpack Nylon with Leather Small,,,,,,,,,,,
Gucci Crystal Bamboo Top Handle Bag Leather Medium,,,,,,,,,,,
Gucci Soho Disco Crossbody Bag Leather Small,Gucci,1420.0,Great,,144.0,Black,Leather,Neutral,Fabric,['No accessories'],0.0
Chanel Vintage CC Chain Full Flap Bag Quilted Leather Small,Chanel,1620.0,Good,,157.5,Red,Leather,Red,Leather,['Dust bag'],1.0
Gucci GG Marmont Flap Bag Matelasse Velvet Mini,Gucci,1820.0,Excellent,,127.5,Purple,Velvet,Pink,Satin,['Dust bag'],1.0
Saint Laurent Becky Double Zip Crossbody Pouch Quilted Leather Mini,Saint Laurent,1500.0,Great,,63.0,Neutral,Leather,Black,Fabric,['Dust bag'],1.0
Saint Laurent Lou Camera Bag Matelasse Chevron Leather Baby,Saint Laurent,910.0,Excellent,,18.0,Neutral,Leather,Black,Fabric,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Chanel Boy Flap Bag Chevron Caviar New Medium,Chanel,6230.0,Very Good,,214.5,Blue,Leather,Blue,Fabric,['Authenticity card'],1.0
Louis Vuitton Clapton Backpack Damier and Leather,Louis Vuitton,2545.0,Excellent,,286.875,Brown,"Canvas (Coated), Leather",Neutral,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton Marly Handbag Epi Leather BB,,,,,,,,,,,
Louis Vuitton Montsouris Backpack Monogram Canvas MM,Louis Vuitton,1170.0,Fair,,470.25,Brown,Canvas (Coated),Brown,Fabric,['No accessories'],0.0
Fendi Baguette NM Bag Leather Mini,Fendi,1815.0,Very Good,,80.0,Pink,Leather,Pink,Leather,"['Dust bag', 'Extra Strap', 'Detachable Strap']",3.0
Chanel,,,,,,,,,,,
Gucci GG Marmont Zip Messenger Bag Matelasse Leather Medium,Gucci,1240.0,Very Good,1350.0,242.0,Black,Leather,Neutral,Microfiber,['No accessories'],0.0
Saint Laurent Classic Monogram Crossbody Bag Embellished Suede Small,Saint Laurent,1600.0,Great,2950.0,66.0,Black,Suede,Black,Leather,['Dust bag'],1.0
Fendi Vintage Zip Messenger Bag Zucchino Canvas Small,Fendi,410.0,Fair,,170.0,Brown,Canvas Plain,Brown,Fabric,['No accessories'],0.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,3125.0,Great,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Dust bag', 'Detachable Strap']",5.0
Chanel Classic Double Flap Bag Quilted Caviar Maxi,Chanel,4375.0,Good,8000.0,475.0,Blue,Leather,Blue,Leather,['No accessories'],0.0
Louis Vuitton Palm Springs Backpack Monogram Canvas Mini,Louis Vuitton,2260.0,Excellent,,178.5,Brown,Canvas (Coated),Black,Fabric,['Detachable Strap'],1.0
Louis Vuitton Dauphine Shoulder Bag Reverse Monogram Canvas MM,,,,,,,,,,,
Gucci Rajah Chain Tote Suede XL,Gucci,1700.0,Excellent,3200.0,1122.0,Orange,Suede,Orange,Leather,"['Pochette', 'Dust bag']",2.0
Gucci 1955 Horsebit Top Handle Bag Leather Small,,,,,,,,,,,
Gucci GG Marmont Belt Bag Matelasse Velvet,Gucci,620.0,Excellent,980.0,67.5,Blue,Velvet,Pink,Satin,"['Dust bag', 'Detachable Strap']",2.0
Chanel Boy Flap Bag Chevron Lambskin Old Medium,Chanel,4595.0,Great,5300.0,180.0,Red,Leather,Red,Fabric,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Neverfull Tote Damier PM,Louis Vuitton,970.0,Fair,,467.5,Brown,Canvas (Coated),Red,Fabric,['No accessories'],0.0
Chanel Vintage Flap Belt Bag Quilted Leather Small,Chanel,1945.0,Very Good,,49.5,Black,Leather,Black,Leather,['Authenticity card'],1.0
Gucci Vintage Bamboo Backpack Suede Mini,,,,,,,,,,,
Christian Dior Lady Dior Bag Cannage Quilt Lambskin Medium,Christian Dior,1685.0,Fair,4900.0,400.0,Pink,Leather,Gray,Fabric,['Detachable Strap missing'],1.0
Prada Front Pocket Crossbody Bag Saffiano Leather Small,Prada,880.0,Excellent,1350.0,170.0,Pink,Leather,Pink,Fabric,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']",5.0
Chanel Iliad Shopping Tote Printed Canvas Tall,,,,,,,,,,,
Louis Vuitton V Tote Monogram Empreinte Leather BB,,,,,,,,,,,
Gucci Animalier Crossbody Bag Leather,Gucci,590.0,Excellent,,35.75,Pink,Leather,Neutral,Microfiber,['Detachable Strap'],1.0
Celine Bicolor Luggage Bag Leather Mini,Celine,1005.0,Good,3100.0,1008.0,Yellow,Grainy Leather,Black,Leather,['No accessories'],0.0
Chanel Bicolor Boy Flap Bag Calfskin Old Medium,Chanel,4155.0,Very Good,5300.0,180.0,"Black, Gold",Leather,Black,Fabric,['Authenticity card'],1.0
Prada Convertible Tote Tessuto Large,,,,,,,,,,,
Gucci Cat Face Box Clutch Crystal Embellished Plexiglass,Gucci,1440.0,Excellent,3700.0,56.25,White,Acrylic,White,Acrylic,"['Box', 'Dust bag', 'Accessories dust bag', 'Detachable Strap']",4.0
Prada Double Zip Lux Tote Saffiano Leather Small,Prada,985.0,Great,2350.0,440.0,Brown,Leather,Brown,Leather,"['Clochette', 'Dust bag', 'Detachable Strap']",3.0
Gucci Vintage Bamboo Convertible Top Handle Bag Leather Large,Gucci,1050.0,Great,,384.0,Black,Leather,Black,Suede,['Detachable Strap'],1.0
Prada Double Zip Camera Bag Vitello Daino,,,,,,,,,,,
Louis Vuitton Pochette Accessoires Damier Mini,Louis Vuitton,580.0,Great,,24.0,Brown,Canvas Coated,Red,Fabric,['No accessories'],0.0
Chanel Deauville Tote Raffia Small,Chanel,2750.0,Fair,,715.0,Pink,Raffia,Pink,Fabric,['No accessories'],0.0
Gucci Soho Chain Crossbody Bag Leather Medium,,,,,,,,,,,
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,,,,,,,,,,,
Chanel Vintage Diana Flap Bag Quilted Lambskin Medium,Chanel,4600.0,Very Good,,185.25,Black,Leather,Red,Leather,['Authenticity card'],1.0
Saint Laurent Classic Monogram Wallet on Chain Matelasse Chevron Leather Medium,Saint Laurent,1715.0,Excellent,,70.125,Black,Leather,Black,Leather,['Detachable Strap'],1.0
Chanel Cambon Crossbody Bag Quilted Leather Medium,Chanel,1195.0,Very Good,1500.0,71.25,Neutral,Leather,Black,Fabric,['No accessories'],0.0
Gucci Dionysus Bag GG Velvet Super Mini,Gucci,995.0,Very Good,,39.0,"Black, Red","Velvet, Patent Leather",Neutral,Microfiber,['Detachable Strap'],1.0
Gucci GG Marmont Flap Bag Matelasse Velvet Small,Gucci,1805.0,Very Good,,195.0,Pink,Velvet,Blue,Satin,['Dust bag'],1.0
Chanel Classic Double Flap Bag Quilted Lambskin Medium,Chanel,6980.0,Great,,150.0,Black,Leather,Red,Leather,"['Box', 'Dust bag']",2.0
Fendi Vintage Top Handle Flap Bag Pequin Coated Canvas Mini,Fendi,795.0,Good,,156.0,Brown,Canvas Coated,Black,Fabric,['Detachable Strap'],1.0
Chanel Vintage Clutch with Chain Patent Small,Chanel,1725.0,Good,,248.625,Black,Patent Leather,Black,Leather,['Authenticity card'],1.0
Chanel Vintage Wooden Ring Tote Woven Raffia Medium,,,,,,,,,,,
Prada Flap Zip Crossbody Bag Vitello Phenix Small,Prada,1080.0,Great,1650.0,135.0,Red,Leather,Black,Fabric,['Dust bag'],1.0
Chanel Boy Flap Bag Quilted Lambskin Old Medium,Chanel,5060.0,Very Good,,150.0,Pink,Leather,Pink,Fabric,['Authenticity card'],1.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,,,,,,,,,,,
Christian Dior Book Tote Oblique Canvas Mini,Christian Dior,2250.0,Excellent,,108.0,Blue,Canvas Plain,Blue,Canvas Plain,['Dust bag'],1.0
Chanel Casual Rock Airlines Flap Bag Quilted Crumpled Calfskin Medium,Chanel,2375.0,Great,3200.0,262.5,Red,Leather,Red,Fabric,['Authenticity card'],1.0
Gucci Rajah Chain Tote GG Tweed Large,,,,,,,,,,,
Louis Vuitton Saint Jacques Handbag Epi Leather GM,Louis Vuitton,380.0,Fair,1350.0,780.0,Red,Leather,Red,Microfiber,['No accessories'],0.0
Louis Vuitton Montaigne Handbag Monogram Canvas BB,Louis Vuitton,2390.0,Great,,368.0,Brown,Canvas (Coated),Red,"Canvas Coated, Microfiber","['Clochette', 'Keys', 'Lock', 'Box', 'Dust bag', 'Detachable Strap']",6.0
Bottega Veneta Piazza Top Handle Bag Leather with Intrecciato Detail Mini,Bottega Veneta,1370.0,Great,2750.0,112.5,"Blue, Green",Leather,Brown,Microfiber,['Detachable Strap'],1.0
Saint Laurent Shopper Tote Leather Large,,,,,,,,,,,
Chanel O Case Clutch Chevron Lambskin with Holographic PVC Small,Chanel,1120.0,Great,,33.25,"Black, Metallic","Leather, Pvc",Black,Microfiber,['No accessories'],0.0
Christian Dior Lady Dior Bag Cannage Quilt Calfskin Medium,Christian Dior,2410.0,Good,4450.0,342.0,Green,Leather,Green,Leather,['Detachable Strap'],1.0
Chanel Vintage CC Drawstring Bucket Bag Caviar Small,Chanel,2095.0,Very Good,2600.0,432.0,Black,Leather,Black,Leather,['Pochette'],1.0
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,,,,,,,,,,,
Chloe C Double Carry Bag Leather Mini,Chloe,995.0,Excellent,1490.0,71.5,Brown,Leather,Neutral,Fabric,['Detachable Strap'],1.0
Chloe Marcie Crossbody Bag Leather Small,,,,,,,,,,,
Chanel CC Pocket Backpack Quilted Printed Foulard Medium,Chanel,2940.0,Pristine,3800.0,708.75,"Print, Multicolor",Fabric,Blue,Microfiber,['Authenticity card'],1.0
Fendi Peekaboo Bag Leather with Python Whipstitch Regular,Fendi,1845.0,Great,4500.0,585.0,Neutral,"Leather, Exotic, Python",Neutral,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
