Title,Brand,Price,Condition,Retail_Price,Volume,Exterior_Color,Exterior_Material,Interior_Color,Interior_Material,Accessories,Ac_Count
Gucci New Jackie Bag Diamante Canvas Medium,Gucci,645.0,Very Good,2300.0,308.0,Brown,Canvas (Plain),Neutral,Fabric,"['Tassel', 'Detachable Strap']",2.0
Louis Vuitton Vintage Alma Handbag Epi Leather PM,Louis Vuitton,760.0,Very Good,2120.0,710.125,Black,Leather,Gray,Microfiber,"['Keys missing', 'Lock missing', 'Strap Holder']",3.0
Hermes Birkin Handbag Marron D’Inde Togo with Palladium Hardware 30,,,,,,,,,,,
Gucci Logo Tote Rubber Large,Gucci,600.0,Great,980.0,1852.5,Pink,Rubber,Pink,Rubber,['Dust bag'],1.0
Prada Double Zip Convertible Tote Vitello Shine Medium,Prada,625.0,Very Good,1350.0,665.0,Brown,Leather,Brown,Fabric,"['Luggage Tag', 'Detachable Strap']",2.0
Louis Vuitton Soufflot NM Handbag Epi Leather MM,Louis Vuitton,1020.0,Very Good,2500.0,643.5,Blue,Leather,Blue,Fabric,['Detachable Strap'],1.0
Louis Vuitton Limited Edition Robert Wilson Reade Tote Vernis PM,Louis Vuitton,465.0,Good,900.0,238.0,Orange,Patent Leather,Orange,Fabric,['No accessories'],0.0
Gucci Mushroom Tote Embroidered GG Canvas Small,Gucci,525.0,Great,750.0,266.0,Brown,Canvas Plain,Print,Canvas Plain,['No accessories'],0.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,,,,,,,,,,,
Gucci Vintage Cut Out Handle Chain Bag Web Canvas,Gucci,1375.0,Excellent,,630.0,Neutral,"Canvas Plain, Leather",Neutral,Fabric,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Fendi DotCom Click Shoulder Bag Quilted Leather Small,,,,,,,,,,,
Louis Vuitton Neverfull NM Tote Damier MM,Louis Vuitton,1095.0,Fair,1540.0,825.0,Brown,Canvas (Coated),Red,Fabric,"['Dust bag', 'Pochette missing']",2.0
Givenchy Cross 3 Crossbody Bag Leather Small,,,,,,,,,,,
Prada Shopping Tote Vitello Daino Large,Prada,675.0,Very Good,1770.0,980.0,Neutral,Leather,Brown,Fabric,"['Luggage Tag', 'Dust bag', 'Detachable Strap']",3.0
Louis Vuitton Pont Neuf Handbag Epi Leather PM,Louis Vuitton,670.0,Very Good,1210.0,342.0,Yellow,Leather,Purple,Microfiber,['No accessories'],0.0
Christian Dior Book Tote Oblique Canvas Mini,,,,,,,,,,,
Louis Vuitton Neverfull Tote Epi Leather MM,,,,,,,,,,,
Gucci Rajah Chain Tote Suede Large,,,,,,,,,,,
Chanel Vintage Logo Bowler Bag Quilted Lambskin Large,Chanel,2200.0,Great,2600.0,448.0,Black,Leather,Black,Leather,['Authenticity card'],1.0
Saint Laurent Monogram Cabas Leather Baby,Saint Laurent,1120.0,Great,1990.0,350.0,Blue,Leather,Blue,"Leather, Suede","['Clochette', 'Dust bag', 'Detachable Strap']",3.0
Fendi Porter Baguette Bag Nylon Large,Fendi,2210.0,Excellent,2690.0,528.0,Black,Nylon,Black,Nylon,"['Dust bag', 'Detachable Strap']",2.0
Chanel Vintage Diamond CC Camera Bag Quilted Leather Medium,Chanel,1930.0,Very Good,,138.125,Blue,Leather,Blue,Leather,['No accessories'],0.0
Louis Vuitton Apollo Backpack Limited Edition Upside Down Monogram Ink,,,,,,,,,,,
Bottega Veneta Zip Hobo Intrecciato Nappa Small,,,,,,,,,,,
Fendi Kan I Bag Leather Medium,Fendi,1115.0,Excellent,2350.0,300.0,Red,Leather,Neutral,Microfiber,"['Extra Strap', 'Dust bag', 'Detachable Strap']",3.0
Burberry Grace Flap Bag Leather Large,,,,,,,,,,,
Fendi Oyster Bag Printed Canvas,Fendi,390.0,Great,695.0,132.0,Brown,Canvas Plain,Brown,Fabric,['Detachable Strap'],1.0
Alexander McQueen Knuckle Box Clutch Studded Leather Long,Alexander McQueen,885.0,Very Good,2295.0,80.0,Black,"Leather, Metal",Black,Leather,['No accessories'],0.0
Chanel Vintage Stitched CC Shoulder Bag Caviar Medium,,,,,,,,,,,
Bottega Veneta Double Pocket Boston Bag Ombre Leather,Bottega Veneta,410.0,Excellent,,360.0,Brown,Leather,Gray,Suede,['Dust bag'],1.0
Gucci Ophidia House Tote Suede Large,,,,,,,,,,,
Chanel Classic Double Flap Bag Quilted Tweed Medium,Chanel,4765.0,Good,6500.0,180.0,Pink,Tweed,Pink,Leather,['No accessories'],0.0
Christian Dior Book Tote Oblique Canvas,,,,,,,,,,,
Saint Laurent Solferino Bag Suede Medium,Saint Laurent,2915.0,Great,,95.625,Brown,Suede,Black,Leather,['Dust bag'],1.0
Chanel Deauville Tote Raffia with Glitter Detail Small,Chanel,3235.0,Very Good,,650.0,Pink,Raffia,Pink,Fabric,['No accessories'],0.0
Fendi Mama Forever Bag Zucchino Canvas Mini,,,,,,,,,,,
Louis Vuitton Pochette Accessoires Damier Mini,,,,,,,,,,,
Hermes Birkin Handbag Gold Epsom with Gold Hardware 35,Hermes,9425.0,Fair,,1078.0,Brown,Leather,Brown,Leather,"['Clochette', 'Keys missing', 'Lock missing']",3.0
Celine Tricolor Trapeze Bag Leather Medium,,,,,,,,,,,
Louis Vuitton Lexington Pochette Monogram Vernis,,,,,,,,,,,
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,Louis Vuitton,3385.0,Very Good,,1200.0,Brown,Canvas (Coated),Red,Fabric,['No accessories'],0.0
Prada Lux Open Tote Saffiano Leather Medium,Prada,1310.0,Very Good,2200.0,653.125,Black,Leather,Black,Fabric,"['Clochette', 'Dust bag']",2.0
Fendi Kan I Bag Zucca Embossed Leather Medium,,,,,,,,,,,
Gucci GG Marmont Flap Bag Matelasse Leather Mini,,,,,,,,,,,
Fendi 3Jours Bag Leather Mini,Fendi,1215.0,Excellent,2450.0,208.25,Pink,Leather,Pink,Leather,"['Dust bag', 'Clochette', 'Detachable Strap']",3.0
Louis Vuitton Sully Handbag Monogram Canvas PM,Louis Vuitton,1455.0,Good,,540.0,Brown,Canvas Coated,Brown,Fabric,['Dust bag'],1.0
Chanel CC Top Handle Chain Flap Bag Chevron Stitched Calfskin Medium,Chanel,3590.0,Great,,220.5,Blue,Leather,White,Fabric,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Speedy Handbag Damier 30,Louis Vuitton,1125.0,Good,,756.0,White,Canvas (Coated),Neutral,Fabric,"['Keys', 'Lock']",2.0
Gucci GG Marmont Flap Bag Matelasse Velvet Small,Gucci,1350.0,Fair,1890.0,195.0,Purple,Velvet,Pink,Satin,['No accessories'],0.0
Chloe Tess Bag Leather Small,Chloe,1450.0,Great,1850.0,170.625,Gray,Leather,Neutral,Fabric,"['Extra Strap', 'Detachable Strap']",2.0
Gucci GG Marmont Flap Bag Matelasse Leather Small,Gucci,1765.0,Great,2100.0,180.0,Red,Leather,Neutral,Microfiber,['Dust bag'],1.0
Prada Zip Messenger Bag Printed Tessuto Medium,Prada,465.0,Very Good,750.0,90.0,"Black, Blue, Green, Print",Nylon,Black,Nylon,['No accessories'],0.0
Chanel Chain Flap Bag Quilted Printed Foulard Small,,,,,,,,,,,
Chanel Classic Double Flap Bag Quilted Caviar Medium,Chanel,7855.0,Great,,180.0,Black,Leather,Red,Leather,"['Dust bag', 'Authenticity card']",2.0
Chanel Wallet on Chain Quilted Lambskin,,,,,,,,,,,
Gucci Snaffle Bit Crossbody Bag Leather Small,Gucci,755.0,Fair,1880.0,136.5,Black,Leather,Neutral,Fabric,['Tassel'],1.0
Chanel Classic Single Flap Bag Sequins Medium,Chanel,4360.0,Great,4900.0,142.5,"Gold, Neutral",Sequins,Neutral,Satin,['No accessories'],0.0
Louis Vuitton Alma Handbag Limited Edition Graffiti Leather MM,Louis Vuitton,1525.0,Very Good,2250.0,495.0,"Neutral, Print",Leather,Neutral,Microfiber,['Dust bag'],1.0
Chanel Classic Double Flap Bag Quilted Caviar Jumbo,,,,,,,,,,,
Prada Basket Bag Wicker with Canapa Small,,,,,,,,,,,
Chanel Wallet on Chain Pixel Effect Quilted Calfskin,,,,,,,,,,,
Chanel Boy Flap Bag Quilted Lambskin Old Medium,,,,,,,,,,,
Saint Laurent Classic Monogram Wallet on Chain Lizard Embossed Leather Small,Saint Laurent,1445.0,Very Good,,37.5,Gold,Leather,Black,Leather,['Detachable Strap'],1.0
Chloe Marcie Satchel Leather Medium,Chloe,855.0,Fair,1950.0,770.0,Gray,Leather,Green,Fabric,['Detachable Strap'],1.0
Chanel CC Shopping Tote Stitched Deerskin Medium,Chanel,3360.0,Good,4400.0,750.0,Purple,Leather,Purple,Fabric,"['Dust bag', 'Authenticity card']",2.0
Gucci Nice Shoulder Bag Microguccissima Leather,Gucci,855.0,Very Good,,112.0,Orange,Embossed Leather,Neutral,Fabric,['Dust bag'],1.0
Louis Vuitton Double Zip Pochette Limited Edition Reverse Monogram Giant,Louis Vuitton,1725.0,Excellent,,60.0,Brown,Canvas Coated,Black,Microfiber,"['Box', 'Detachable Strap']",2.0
Chanel Wallet on Chain Star Embossed Lambskin,,,,,,,,,,,
Fendi Messenger Bag Logo Embossed Leather,Fendi,1005.0,Great,1290.0,71.25,"Black, Brown",Leather,Black,Fabric,['Dust bag'],1.0
Louis Vuitton Petit Noe Handbag Epi Leather,,,,,,,,,,,
Louis Vuitton Mylockme Chain Pochette Leather,,,,,,,,,,,
Saint Laurent Chyc Flap Shoulder Bag Patent Medium,,,,,,,,,,,
Chanel Vintage Wood Chain Tote Caviar Medium,Chanel,1065.0,Great,,728.0,Black,Leather,Black,Fabric,['No accessories'],0.0
Salvatore Ferragamo Ginny Crossbody Bag Saffiano Leather Small,Salvatore Ferragamo,355.0,Very Good,850.0,61.875,Pink,Leather,Pink,Fabric,['Dust bag'],1.0
Prada Convertible Belted Tote Tessuto Medium,Prada,370.0,Good,1095.0,540.0,Red,Nylon,Red,Fabric,"['Luggage Tag', 'Detachable Strap missing']",2.0
Fendi 3Jours Bag Leather with Fur Mini,,,,,,,,,,,
Balenciaga BB Graffiti Chain Wallet Leather Small,,,,,,,,,,,
Gucci Nymphaea Top Handle Bag Leather Mini,Gucci,835.0,Great,1790.0,198.0,Pink,Leather,Gray,Microfiber,['Detachable Strap'],1.0
Prada Bomber Tote Tessuto Small,Prada,555.0,Excellent,805.0,750.0,Pink,Fabric,Pink,Nylon,['Detachable Strap'],1.0
Gucci Reversible Tote Caleido GG Print Leather Medium,,,,,,,,,,,
Louis Vuitton Trio Pouch Limited Edition Reverse Monogram Giant,Louis Vuitton,1350.0,Excellent,,33.75,Brown,Canvas Coated,Black,Leather,"['Extra Bag', 'Extra Pochette', 'Dust bag']",3.0
Saint Laurent Sac de Jour Bag Leather Large,,,,,,,,,,,
Gucci Padlock Clutch Guccissima Leather,,,,,,,,,,,
Saint Laurent Classic Baby Duffle Bag Leather,Saint Laurent,430.0,Good,1490.0,204.75,Pink,Leather,Pink,Suede,"['Dust bag', 'Detachable Strap']",2.0
Chanel Coco Cocoon Zipped Tote Quilted Nylon Medium,,,,,,,,,,,
Gucci Blondie Hobo Leather Small,,,,,,,,,,,
Chloe Pixie Crossbody Bag Leather and Suede Medium,Chloe,850.0,Great,1990.0,316.25,Neutral,Leather,Neutral,Suede,['Detachable Strap'],1.0
Louis Vuitton Montaigne Handbag Monogram Empreinte Leather MM,,,,,,,,,,,
Dolce & Gabbana Amore Messenger Bag Leather Medium,Dolce & Gabbana,1290.0,Excellent,2995.0,308.0,Brown,Leather,Brown,Leather,"['Dust bag', 'Detachable Strap']",2.0
Prada Flap Top Handle Bag Python Medium,,,,,,,,,,,
Balenciaga Blackout City Bag Leather Medium,Balenciaga,1110.0,Great,2950.0,757.625,Black,Leather,Black,Leather,"['Mirror missing', 'Detachable Strap']",2.0
Chanel Bicolor Wallet on Chain Stitched Calfskin,Chanel,2455.0,Great,,60.0,Pink,Leather,Neutral,Fabric,['Authenticity card'],1.0
Gucci Crystal Animalier Shoulder Bag Leather Medium,Gucci,1040.0,Great,2590.0,264.0,Neutral,Leather,Blue,Fabric,['Dust bag'],1.0
Gucci Ophidia Chain Shoulder Bag GG Coated Canvas Small,Gucci,1480.0,Excellent,1790.0,210.0,Brown,Canvas (Coated),Blue,Satin,['Dust bag'],1.0
Saint Laurent Classic Monogram Blogger Crossbody Bag Sequins and Patent Leather Small,,,,,,,,,,,
Burberry Bum Bag Horseferry Print Coated Canvas Medium,Burberry,630.0,Excellent,850.0,224.25,Yellow,Canvas Coated,Black,Fabric,['No accessories'],0.0
Bottega Veneta BV Twist Bag Leather,,,,,,,,,,,
Chanel All Day Long Tote Chevron Leather Medium,,,,,,,,,,,
Gucci Interlocking Shoulder Bag Patent Small,,,,,,,,,,,
Celine Geometrical Tote Leather Large,Celine,1120.0,Great,3050.0,288.75,Blue,Leather,,Suede,['Pochette'],1.0
Saint Laurent Classic Monogram Hobo Leather Medium,,,,,,,,,,,
Burberry Society Top Handle Bag Leather Large,Burberry,705.0,Great,2390.0,1296.0,Brown,Leather,Brown,"Suede, Leather","['Clochette', 'Dust bag', 'Detachable Strap']",3.0
Chanel Coco Handle Shopping Tote Quilted Aged Calfskin Large,Chanel,4725.0,Fair,5200.0,630.0,Black,Leather,Red,Fabric,"['Pochette', 'Dust bag']",2.0
Saint Laurent Rive Gauche Shopper Tote Canvas Large,Saint Laurent,1275.0,Very Good,,1554.0,Neutral,"Canvas (Plain), Canvas Coated",Neutral,Canvas Plain,['No accessories'],0.0
Chanel CC Flap Bag with Coin Purse Quilted Calfskin,Chanel,4925.0,Great,,82.5,Pink,Leather,Red,Suede,"['Pochette', 'Box', 'Dust bag', 'Authenticity card']",4.0
Gucci Convertible Soft Open Tote Printed Leather Tall,Gucci,1660.0,Very Good,2200.0,710.5,"Black, Print",Leather,Neutral,Fabric,['Detachable Strap'],1.0
Hermes Birkin Handbag Rouge H Veau Grain Lisse with Gold Hardware 35,,,,,,,,,,,
Dolce & Gabbana Sicily Wallet on Chain Printed Leather Mini,Dolce & Gabbana,635.0,Excellent,995.0,37.5,"Neutral, Print, Yellow",Leather,Yellow,Leather,"['Dust bag', 'Detachable Strap']",2.0
Chanel Diamond CC Camera Case Bag Quilted Lambskin Small,Chanel,3235.0,Great,,116.875,Pink,Leather,Red,Leather,"['Dust bag', 'Authenticity card']",2.0
Chanel Vintage CC Chain Flap Bag Quilted Lambskin Small,,,,,,,,,,,
Louis Vuitton Speedy Handbag Epi Leather 35,Louis Vuitton,1030.0,Very Good,1360.0,978.75,Brown,Leather,Brown,Raw Leather,"['Keys', 'Lock']",2.0
Louis Vuitton Speedy Handbag Monogram Canvas 30,Louis Vuitton,1105.0,Very Good,,714.0,Brown,Canvas (Coated),Brown,Fabric,"['Keys missing', 'Lock']",2.0
Chanel Vintage Classic Single Flap Bag Quilted Patent Jumbo,Chanel,5430.0,Very Good,,357.0,Black,Patent Leather,Black,Leather,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Twin Handbag Monogram Canvas PM,Louis Vuitton,740.0,Very Good,,30.0,Brown,Canvas Coated,Neutral,Microfiber,['Detachable Strap'],1.0
Louis Vuitton Pallas Tote Monogram Canvas BB,,,,,,,,,,,
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,5500.0,Great,6200.0,135.0,Black,Leather,Red,Leather,['No accessories'],0.0
Chanel Vintage Clutch with Chain Quilted Leather Medium,Chanel,2610.0,Fair,3100.0,210.0,Black,Leather,Red,Leather,['Dust bag missing'],1.0
Chanel Gabrielle Backpack Chevron Metallic Caviar Small,Chanel,4360.0,Excellent,,306.0,Metallic,Leather,Gray,Fabric,['No accessories'],0.0
Prada Logo Drawstring Bucket Bag Glace Calf Small,Prada,1135.0,Very Good,1450.0,315.0,Neutral,Leather,Black,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Prada Chain Crossbody Bag Tessuto and Saffiano Leather Small,Prada,695.0,Great,1100.0,63.75,Blue,"Leather, Nylon",Blue,Nylon,['Detachable Strap'],1.0
Chanel Classic Single Flap Bag CC Studded Canvas Medium,Chanel,5495.0,Excellent,,150.0,Black,Canvas Plain,Black,Fabric,['Authenticity card'],1.0
Louis Vuitton Double Zip Pochette Limited Edition Colored Monogram Giant,,,,,,,,,,,
Hermes Evelyne Bag Gen III Clemence PM,,,,,,,,,,,
Fendi Chain Baguette Charm Bag Sequins Nano,,,,,,,,,,,
Prada Side Pocket Hobo Vitello Daino Medium,Prada,815.0,Very Good,1430.0,513.0,Black,Leather,Black,Fabric,"['Luggage Tag missing', 'Dust bag']",2.0
Chanel Vintage Front Pocket Tote Caviar Medium,Chanel,1715.0,Good,,375.0,Black,Leather,Black,Leather,['No accessories'],0.0
Louis Vuitton Pochette Accessoires Damier Mini,,,,,,,,,,,
Chanel Cuba Pocket Backpack Stitched Calfskin Small,,,,,,,,,,,
Chanel Perfect Meeting Hobo Quilted Lambskin Small,Chanel,3695.0,Very Good,,180.0,White,Leather,Neutral,Fabric,['Authenticity card'],1.0
Gucci Soho Shoulder Bag Patent Medium,,,,,,,,,,,
Celine Trapeze Bag Crocodile Embossed Nubuck Medium,Celine,1225.0,Great,2950.0,756.0,Gray,"Leather, Nubuck",Red,Leather,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant MM,,,,,,,,,,,
Louis Vuitton Neverfull Tote Damier PM,Louis Vuitton,1150.0,Very Good,,467.5,Brown,Canvas (Coated),Red,Fabric,['No accessories'],0.0
Christian Dior Dior x Rimowa Trunk Rolling Suitcase Oblique Aluminum,,,,,,,,,,,
Saint Laurent Love Heart Chain Bag Matelasse Chevron Leather Mini,,,,,,,,,,,
Hermes Long Strap Evelyne Bag Doblis Suede TPM,Hermes,1720.0,Very Good,,78.0,Black,Suede,Black,Leather,['No accessories'],0.0
Chanel Makeup Case Minaudiere Quilted Patent Mini,Chanel,1970.0,Very Good,3000.0,121.0,"Black, Neutral",Patent Leather,Neutral,Leather,['Authenticity card'],1.0
Chanel Vintage Diamond CC Camera Bag Quilted Leather Medium,Chanel,2610.0,Very Good,,117.0,Neutral,Leather,Neutral,Leather,['Authenticity card'],1.0
Chanel CC Lock Shopping Tote Caviar Small,Chanel,3520.0,Very Good,,385.0,Neutral,Leather,Neutral,Fabric,"['Dust bag', 'Authenticity card', 'Detachable Strap']",3.0
Christian Dior Soft Shopping Tote Cannage Quilt Lambskin Small,Christian Dior,1105.0,Very Good,2400.0,396.0,Pink,Leather,Pink,Nylon,['Dust bag'],1.0
Fendi Vintage FF Handle Tote Zucca Canvas Small,Fendi,790.0,Very Good,,439.875,Brown,Canvas Plain,Brown,Fabric,['No accessories'],0.0
Celine Tricolor Luggage Bag Leather Mini,Celine,1085.0,Fair,3300.0,1152.0,"Brown, Red",Smooth Leather,Red,Leather,['No accessories'],0.0
Louis Vuitton Saint Jacques Handbag Epi Leather PM,Louis Vuitton,470.0,Good,1350.0,306.0,Green,Leather,Gray,Microfiber,['No accessories'],0.0
Louis Vuitton Vintage Sac d'Epaule Handbag Epi Leather GM,Louis Vuitton,530.0,Good,1630.0,885.5,Black,Leather,Black,Microfiber,['Pochette'],1.0
Gucci GG Marmont Triple Zip Chain Bag Matelasse Leather Mini,,,,,,,,,,,
Gucci GG Marmont Triple Zip Chain Bag Matelasse Leather Mini,Gucci,1185.0,Excellent,1400.0,60.0,Black,Leather,Neutral,Microfiber,['No accessories'],0.0
Prada Convertible Belted Satchel Tessuto and Leather Small,Prada,530.0,Very Good,,375.0,Black,"Leather, Nylon",Black,Fabric,['Detachable Strap'],1.0
Louis Vuitton Noe Handbag Monogram Canvas BB,Louis Vuitton,1135.0,Very Good,1200.0,484.5,Brown,Canvas (Coated),Brown,Fabric,['No accessories'],0.0
Gucci Convertible Soft Open Tote Printed GG Coated Canvas Tall,,,,,,,,,,,
Louis Vuitton Monceau Handbag Epi Leather,Louis Vuitton,990.0,Very Good,1300.0,247.5,Black,Leather,Black,Leather,"['Keys missing', 'Detachable Strap']",2.0
Louis Vuitton Jersey Handbag Damier with Leather,Louis Vuitton,1900.0,Great,2300.0,726.0,"Brown, Pink","Canvas (Coated), Leather",Pink,Microfiber,"['Clochette missing', 'Keys missing', 'Lock missing', 'Detachable Strap']",4.0
Prada Zip Around Convertible Tote Vitello Daino Medium,Prada,740.0,Very Good,1695.0,690.625,White,Leather,Black,Fabric,"['Clochette', 'Keys', 'Lock', 'Luggage Tag', 'Dust bag', 'Detachable Strap']",6.0
Saint Laurent Monogram Cabas Leather Baby,Saint Laurent,980.0,Good,1990.0,337.5,Red,Leather,Red,"Leather, Suede","['Clochette', 'Detachable Strap']",2.0
Saint Laurent Classic Y Cabas Leather Small,Saint Laurent,690.0,Good,2650.0,510.0,Gray,Leather,Gray,Raw Leather,"['Clochette', 'Dust bag', 'Detachable Strap']",3.0
Celine Belt Bag Grainy Leather Mini,Celine,1505.0,Very Good,2500.0,643.5,Gray,Grainy Leather,Gray,Leather,['Detachable Strap'],1.0
Hermes Birkin Handbag Havane Swift with Palladium Hardware 30,,,,,,,,,,,
Dolce & Gabbana Miss Sicily Bag Raffia Medium,Dolce & Gabbana,570.0,Very Good,2345.0,590.625,Black,Raffia,Print,Fabric,['Detachable Strap'],1.0
Louis Vuitton Trio Pouch Limited Edition Reverse Monogram Giant,Louis Vuitton,1850.0,Pristine,,36.0,Brown,Canvas Coated,Black,Leather,"['Extra Bag', 'Extra Pochette', 'Box', 'Dust bag']",4.0
Mansur Gavriel Bucket Bag Leather Large,Mansur Gavriel,295.0,Fair,595.0,648.0,Black,Leather,Red,Leather,"['Pochette', 'Dust bag']",2.0
Prada Zip Top Hobo Vitello Daino Medium,Prada,505.0,Fair,1100.0,672.0,Black,Leather,Black,Fabric,['Luggage Tag'],1.0
Louis Vuitton Monogramissime Pochette Monogram Canvas and Exotics,Louis Vuitton,3715.0,Great,6740.0,123.5,Brown,"Alligator, Canvas Coated, Python, Exotic",Brown,Microfiber,"['Clochette', 'Keys', 'Dust bag']",3.0
Balenciaga Sharp Shoulder Bag Lizard Embossed Leather Small,,,,,,,,,,,
Louis Vuitton Kimono Handbag Monogram Canvas and Leather MM,Louis Vuitton,2995.0,Great,3300.0,726.0,"Black, Brown","Canvas (Coated), Leather",Black,Microfiber,['No accessories'],0.0
Chloe Aby Day Bag Crocodile Embossed Leather Medium,Chloe,1710.0,Excellent,2650.0,570.0,Blue,Leather,Neutral,Fabric,"['Keys', 'Lock']",2.0
Chanel CC Pocket Tote Quilted Calfskin Medium,Chanel,2130.0,Good,3700.0,656.25,Black,Leather,Black,Fabric,"['Dust bag', 'Authenticity card']",2.0
Hermes Lindy Bag Swift Mini,Hermes,9825.0,Excellent,,140.0,Purple,Leather,Purple,Leather,"['Dust bag', 'Box']",2.0
Saint Laurent Classic Monogram Crossbody Bag Grainy Leather Small,Saint Laurent,1225.0,Very Good,1550.0,58.5,Pink,Grainy Leather,Black,Fabric,['Dust bag'],1.0
Saint Laurent Classic Monogram Clutch Suede Long,,,,,,,,,,,
Chanel CC Casino O Case Clutch Quilted Lambskin Large,,,,,,,,,,,
Fendi By The Way Satchel Suede Small,,,,,,,,,,,
Christian Dior Safari Flap Wristlet Clutch Oblique Canvas,Christian Dior,1330.0,Pristine,1900.0,144.0,"Black, Blue",Textile,Multi Color,Jacquard,"['Box', 'Dust bag']",2.0
Balenciaga Everyday Crossbody Bag Printed Leather Small,Balenciaga,720.0,Excellent,1250.0,146.25,Yellow,Leather,Black,Leather,['Dust bag'],1.0
Saint Laurent Chyc Clutch Leather,Saint Laurent,360.0,Very Good,1050.0,71.5,Pink,Leather,Pink,Suede,['No accessories'],0.0
Celine Trio Crossbody Bag Leather Large,,,,,,,,,,,
Prada Promenade Bag Saffiano Leather Small,Prada,915.0,Great,1850.0,315.0,Pink,Leather,Pink,Fabric,"['Clochette', 'Dust bag', 'Detachable Strap']",3.0
Celine Clasp Crossbody Bag Leather Mini,,,,,,,,,,,
Valentino My Rockstud Satchel Leather Mini,,,,,,,,,,,
Gucci Web Zip Flat Messenger GG Coated Canvas Medium,,,,,,,,,,,
Louis Vuitton Bosphore Pochette Damier,Louis Vuitton,1280.0,Great,,100.0,White,Canvas (Coated),Neutral,Fabric,['No accessories'],0.0
Christian Dior Book Tote Oblique Canvas Mini,,,,,,,,,,,
Louis Vuitton South Bank Besace Bag Damier,Louis Vuitton,1835.0,Great,,228.0,Brown,Canvas (Coated),Red,Fabric,['Tassel'],1.0
Chanel Vintage Diana Flap Bag Quilted Lambskin Small,Chanel,4680.0,Good,,162.0,Black,Leather,Black,Leather,['No accessories'],0.0
Louis Vuitton Spring Street Handbag NM Vernis,Louis Vuitton,2500.0,Excellent,,146.25,Red,Patent Leather,Blue,Microfiber,"['Luggage Tag', 'Dust bag', 'Detachable Strap']",3.0
Louis Vuitton Pochette Metis Reverse Monogram Canvas,Louis Vuitton,3020.0,Great,,228.0,Brown,Canvas (Coated),Black,Microfiber,['Detachable Strap'],1.0
Fendi Vintage Flat Tote Zucca Canvas Medium,,,,,,,,,,,
Louis Vuitton Eva Handbag Damier,Louis Vuitton,1185.0,Good,,75.0,Brown,Canvas (Coated),Red,Fabric,"['Dust bag', 'Detachable Strap missing']",2.0
Fendi Camera Bag Zucca Coated Canvas Small,Fendi,1565.0,Very Good,,189.0,Brown,Canvas (Coated),Brown,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Hermes Kelly Handbag Tricolor Box Calf with Gold Hardware 32,,,,,,,,,,,
Chanel No.5 Shopping Tote Tweed Large,Chanel,1360.0,Great,2000.0,104.625,Multicolor,Tweed,Black,Nylon,['No accessories'],0.0
Saint Laurent Monogram Cabas Leather Small,Saint Laurent,1355.0,Great,2190.0,528.0,Gray,Leather,Black,Leather,"['Clochette', 'Dust bag', 'Detachable Strap']",3.0
Louis Vuitton Nice Vanity Case Monogram Canvas Nano,,,,,,,,,,,
Hermes Kelly Handbag Bicolor Epsom with Gold Hardware 25,Hermes,15090.0,Good,,266.0,"Brown, Orange",Leather,Orange,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']",5.0
Fendi Chameleon Convertible Satchel Leather Mini,Fendi,500.0,Good,1890.0,444.125,Brown,Leather,Brown,Fabric,['Detachable Strap'],1.0
Gucci Web Travel Tote GG Canvas Large,Gucci,1065.0,Great,,1522.5,Brown,Canvas (Coated),Brown,Fabric,['No accessories'],0.0
Chanel Boy Flap Bag Quilted Patent Small,Chanel,5570.0,Great,,120.0,Orange,Patent Leather,Black,Fabric,['Dust bag'],1.0
Alexander Wang Wangloc Fortune Cookie Bag Rhinestone Embellished Mesh,Alexander Wang,515.0,Great,695.0,51.0,"Black, Silver","Mesh, Rhinestone",Black,Fabric,['No accessories'],0.0
Louis Vuitton Felicie Pochette Monogram Empreinte Leather,,,,,,,,,,,
Louis Vuitton Deauville Handbag Monogram Canvas,Louis Vuitton,915.0,Very Good,1840.0,675.0,Brown,Canvas (Coated),Neutral,Canvas Coated,"['Keys missing', 'Lock missing', 'Luggage Tag']",3.0
Gucci Ophidia Chain Shoulder Bag Suede Medium,Gucci,1480.0,Excellent,2300.0,300.0,Red,Suede,Blue,Satin,['Dust bag'],1.0
Gucci Heart Camera Bag Leather Mini,Gucci,695.0,Great,,54.0,Pink,Leather,Print,Fabric,['No accessories'],0.0
Louis Vuitton Vavin Tote Monogram Canvas GM,Louis Vuitton,915.0,Very Good,1440.0,575.0,Brown,Canvas (Coated),Brown,Fabric,['No accessories'],0.0
Louis Vuitton Saintonge Handbag Monogram Empreinte Leather,Louis Vuitton,2300.0,Great,,162.0,Black,Leather,Black,Fabric,['No accessories'],0.0
