Title,Brand,Price,Condition,Retail_Price,Volume,Exterior Color,Exterior Material,Interior Color,Interior Material,Accessories
Bottega Veneta The Pouch Python Embossed Leather 20,,,,,,,,,,[]
Fendi Mon Tresor Bucket Bag Leather Mini,Fendi,890.0,Excellent,1290.0,130.0,Pink,Leather,Neutral,Microfiber,"['Extra Strap', 'Detachable Strap']"
Chanel Vintage Front Pocket Camera Bag Quilted Lambskin Small,,,,,,,,,,[]
Christian Dior Saddle Wristlet Leather,Christian Dior,1225.0,Excellent,,48.0,Black,Leather,Black,Leather,['No accessories']
Balenciaga Everyday Crossbody Bag Glitter Leather XS,Balenciaga,710.0,Excellent,1150.0,70.0,Silver,Leather,Black,Leather,['No accessories']
Fendi Peekaboo Bag Leather Micro,Fendi,895.0,Great,1550.0,48.0,Pink,Leather,Gray,Microfiber,"['Box', 'Dust bag', 'Detachable Strap']"
Louis Vuitton Pochette A4 Limited Edition Monogram Clouds,Louis Vuitton,1810.0,Great,,126.0,"Blue, White",Canvas Coated,Blue,Fabric,['No accessories']
Louis Vuitton Capucines Bag Embellished Leather Mini,Louis Vuitton,5670.0,Great,6500.0,132.0,"Pink, Purple",Leather,Gray,Leather,['Detachable Strap']
Prada,Prada,1620.0,Great,,189.0,Brown,Nylon,Brown,Fabric,"['Clochette', 'Extra Strap', 'Pochette', 'Detachable Strap']"
Gucci Dionysus Bag GG Velvet Super Mini,Gucci,990.0,Excellent,,39.0,Red,Velvet,Neutral,Microfiber,['Detachable Strap']
Louis Vuitton Pochette Accessoires NM Monogram Vernis,Louis Vuitton,1060.0,Great,,67.5,Pink,Patent Leather,Pink,Fabric,['Detachable Strap']
Chanel Vintage Classic Single Flap Bag Quilted Caviar Jumbo,Chanel,5330.0,Very Good,,342.125,Red,Leather,Red,Leather,"['Dust bag', 'Authenticity card']"
Chanel Filigree Vertical Vanity Case PVC with Lambskin,Chanel,4045.0,Excellent,4400.0,97.5,"Clear, Multicolor","Leather, Pvc","Clear, Multicolor","Leather, Pvc","['Clochette', 'Extra Clochette', 'Keys', 'Lock', 'Authenticity card', 'Dust bag']"
Chanel Classic Single Flap Bag Quilted Patent Medium,Chanel,3105.0,Great,3500.0,100.0,Black,Patent Leather,Black,Fabric,['Authenticity card']
Saint Laurent Uptown Tote Leather Medium,Saint Laurent,1645.0,Great,2490.0,684.0,Neutral,Leather,Black,Leather,"['Pochette', 'Dust bag', 'Detachable Strap']"
Gucci GG Marmont Shoulder Bag Matelasse Velvet Small,Gucci,1285.0,Excellent,,156.75,Blue,Velvet,Pink,Satin,['No accessories']
Saint Laurent Lou Camera Bag Matelasse Chevron Patent Small,Saint Laurent,1200.0,Great,,146.25,Black,Patent Leather,Black,Fabric,"['Tassel', 'Dust bag']"
Christian Dior Lady Dior Camera Bag Cannage Studded Leather,Christian Dior,1145.0,Excellent,3000.0,48.0,Pink,Leather,Pink,Microfiber,['Detachable Strap']
Chanel Egyptian Hieroglyph Tote Denim and Shearling,Chanel,3265.0,Pristine,3700.0,1152.0,Blue,"Denim, Shearling",Blue,Denim,['Authenticity card']
Christian Dior New Lock Flap Bag Cannage Quilt Patent Small,Christian Dior,820.0,Great,2400.0,341.25,Black,Patent Leather,Black,Fabric,"['Clochette', 'Keys']"
Chanel Classic Double Flap Bag Chevron Lambskin Medium,Chanel,5255.0,Very Good,6500.0,180.0,Yellow,Leather,Yellow,Leather,"['Dust bag', 'Authenticity card']"
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Medium,Saint Laurent,2210.0,Great,,396.0,Neutral,Leather,Black,Fabric,['No Accessories']
Christian Dior Ultra Matte Saddle Pouch Leather.,Christian Dior,2385.0,Excellent,,74.25,Neutral,Leather,Neutral,Microfiber,"['Dust bag', 'Detachable Strap']"
Gucci Soho Disco Crossbody Bag Leather Small,,,,,,,,,,[]
Gucci Horsebit Hobo GG Canvas Large,Gucci,975.0,Good,1350.0,1350.0,Brown,Canvas (Plain),Brown,Fabric,['Dust bag']
Louis Vuitton Spring Street Handbag NM Vernis,Louis Vuitton,2575.0,Excellent,,146.25,Pink,Patent Leather,Pink,Microfiber,"['Luggage Tag', 'Box', 'Dust bag', 'Detachable Strap']"
Chanel Vintage CC Chain Tote Lambskin XL,Chanel,2360.0,Very Good,2600.0,768.0,Black,Leather,Black,Leather,['Authenticity card']
Christian Dior Vintage Lady Dior Bag Cannage Quilt Nylon Medium,Christian Dior,1175.0,Very Good,2000.0,285.0,Black,Nylon,Black,Fabric,['Detachable Strap']
Fendi Peekaboo Bag Whipstitch Leather Regular,Fendi,2320.0,Great,4500.0,650.0,Black,Leather,Black,"Leather, Microfiber",['Detachable Strap']
Celine Sangle Seau Bag Calfskin Small,Celine,1600.0,Great,2000.0,350.0,Green,Leather,Green,Suede,"['Dust bag', 'Detachable Strap']"
Chanel Boy Flap Bag Quilted Lambskin Old Medium,,,,,,,,,,[]
Fendi Peekaboo Bag Whipstitch Leather Mini,Fendi,2130.0,Excellent,3550.0,220.5,Pink,Leather,Pink,Leather,"['Dust bag', 'Detachable Strap']"
Chanel CC Chain Drawstring Bucket Bag Quilted Lambskin Small,Chanel,3030.0,Very Good,3300.0,450.0,Pink,Leather,Pink,Fabric,"['Authenticity card', 'Detachable Strap']"
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2945.0,Excellent,,67.5,Brown,Canvas Coated,Brown,"Fabric, Leather","['Extra Bag', 'Extra Strap', 'Pochette', 'Box', 'Dust bag', 'Detachable Strap']"
Saint Laurent Tribeca Shopping Tote Matelasse Chevron Leather Small,Saint Laurent,1440.0,Excellent,1990.0,297.0,Black,Leather,Black,Fabric,['No accessories']
Saint Laurent Sunset Crossbody Bag Leather Medium,Saint Laurent,1770.0,Very Good,2290.0,135.0,Blue,Leather,Blue,Suede,['Clochette']
Fendi Kan I Bag Pearl Embellished Leather Small,Fendi,1160.0,Excellent,2300.0,112.5,Pink,Leather,Neutral,Microfiber,['Dust bag']
Louis Vuitton Soufflot Tote Monogram Canvas BB,Louis Vuitton,2170.0,Excellent,2430.0,393.75,Brown,Canvas Coated,Purple,Microfiber,"['Luggage Tag', 'Detachable Strap']"
Christian Dior Vintage Lady Dior Bag Printed Canvas Medium,Christian Dior,1040.0,Very Good,,342.0,"Black, Brown, Print",Canvas Plain,Black,Fabric,"['No Accessories', 'Detachable Strap']"
Louis Vuitton Saintonge Handbag Monogram Canvas with Leather,Louis Vuitton,1400.0,Great,1630.0,153.0,"Brown, Pink",Canvas (Coated),Pink,Fabric,['Dust bag']
Christian Dior Saddle Handbag Leather Mini,Christian Dior,3265.0,Excellent,,91.0,Pink,Leather,Pink,"Microfiber, Suede",['Box']
Fendi Vintage Flap Crossbody Bag Zucchino Canvas Small,Fendi,465.0,Fair,,128.25,Pink,Canvas Plain,Neutral,Fabric,['No accessories']
Gucci GG Marmont Top Handle Bag Leather Small,Gucci,1510.0,Great,2500.0,715.0,Gray,Leather,Neutral,Fabric,['Detachable Strap']
Christian Dior Book Tote Oblique Canvas,Christian Dior,3540.0,Great,,1255.5,Blue,Canvas (Plain),Blue,Canvas Plain,['Dust bag']
Louis Vuitton Palm Springs Backpack Reverse Monogram Canvas Mini,Louis Vuitton,2725.0,Excellent,,189.0,Brown,Canvas (Coated),Black,Nylon,"['Dust bag', 'Detachable Strap']"
Gucci Soho Disco Crossbody Bag Leather Small,Gucci,1310.0,Great,,144.0,Neutral,Leather,Neutral,Fabric,['Dust bag']
Gucci GG Marmont Shoulder Bag Matelasse Leather Medium,Gucci,1420.0,Fair,1690.0,252.0,Black,Leather,Neutral,Microfiber,['No accessories']
Louis Vuitton Alma Handbag Damier BB,Louis Vuitton,1715.0,Great,,283.5,Brown,Canvas (Coated),Red,Fabric,"['Clochette missing', 'Keys missing', 'Lock missing', 'Detachable Strap']"
Gucci Pearly GG Marmont Flap Bag Matelasse Denim Small,Gucci,2085.0,Very Good,2200.0,135.0,Blue,Denim,"Pink, Print",Fabric,['Dust bag']
Chanel Neo Executive Tote Grained Calfskin Medium,Chanel,2460.0,Good,4300.0,990.0,Black,Leather,Red,Fabric,"['Authenticity card', 'Detachable Strap']"
Saint Laurent Classic Monogram Envelope Satchel Quilted Leather Medium,Saint Laurent,2465.0,Very Good,,199.5,Gray,Leather,Black,Fabric,['Dust bag']
Louis Vuitton Pochette Accessoires Damier Mini,Louis Vuitton,550.0,Fair,,19.25,Brown,Canvas Coated,Red,Fabric,['Dust bag']
Gucci Emily Chain Flap Bag Guccissima Leather Medium,Gucci,1425.0,Great,1590.0,252.0,Pink,Leather,Neutral,Fabric,['Dust bag']
Prada Embossed Logo Hobo Vitello Daino Medium,Prada,820.0,Very Good,1350.0,936.0,Gray,Leather,Black,Fabric,['Dust bag']
Chanel Vintage CC Charm Drawstring Backpack Quilted Denim and Leather,Chanel,1420.0,Good,6000.0,1152.0,"Blue, Brown","Denim, Leather",Brown,Leather,['No accessories']
Louis Vuitton Mini Boite Chapeau Bag Reverse Monogram Canvas,Louis Vuitton,2900.0,Excellent,,56.25,Brown,Canvas Coated,Neutral,Leather,"['Luggage Tag', 'Dust bag', 'Detachable Strap']"
Hermes Kelly Handbag Blue Togo with Palladium Hardware 28,Hermes,10420.0,Good,,374.0,Blue,Leather,Blue,Leather,"['Clochette', 'Keys', 'Lock', 'Detachable Strap']"
Fendi Baguette Leather Micro,Fendi,670.0,Great,1100.0,21.0,Blue,Leather,Black,Fabric,['Detachable Strap']
Chloe Aby Day Bag Leather Small,Chloe,1315.0,Excellent,2190.0,323.0,Blue,Leather,Neutral,Fabric,"['Lock', 'Dust bag', 'Detachable Strap']"
Prada Chain Wallet Crossbody Quilted Tessuto,Prada,565.0,Excellent,790.0,26.0,Blue,Fabric,Blue,Leather,['Detachable Strap']
Goyard Jersey Handbag Coated Canvas PM,Goyard,1670.0,Good,,346.5,Yellow,Canvas (Coated),Yellow,Fabric,['Dust bag']
Saint Laurent Classic Monogram Blogger Crossbody Bag Studded Leather Small,Saint Laurent,935.0,Very Good,1150.0,49.5,Black,Leather,Black,Leather,['Dust bag']
Prada Bauletto Bag Saffiano Leather Mini,Prada,675.0,Great,750.0,48.0,Blue,Leather,Blue,Fabric,"['Clochette missing', 'Keys missing', 'Lock', 'Detachable Strap']"
Louis Vuitton Palm Springs Backpack Monogram Canvas Mini,Louis Vuitton,2230.0,Excellent,,153.0,Brown,Canvas (Coated),Black,Fabric,['Detachable Strap']
Louis Vuitton Saint Jacques Handbag Epi Leather PM,Louis Vuitton,415.0,Good,1350.0,342.0,Green,Leather,Green,Microfiber,['No accessories']
Louis Vuitton Apollo Backpack Limited Edition Reflect Monogram Canvas,Louis Vuitton,2450.0,Very Good,,1167.25,Silver,Canvas (Coated),Black,Fabric,['No accessories']
Gucci Ottilia Top Handle Bag Embellished Leather with Snakeskin Small,Gucci,2740.0,Very Good,3500.0,209.0,Yellow,Leather,Blue,Satin,['Detachable Strap']
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2670.0,Excellent,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Detachable Strap']"
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2535.0,Great,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Detachable Strap']"
Christian Dior,Christian Dior,1690.0,Great,2700.0,117.0,Red,Leather,Red,Microfiber,['Detachable Strap']
Prada Gardener's Tote Saffiano Leather Large,Prada,770.0,Very Good,2400.0,882.0,Brown,Leather,Brown,Fabric,"['Clochette', 'Dust bag', 'Detachable Strap']"
Prada Galleria Double Zip Tote Saffiano Leather Mini,Prada,905.0,Great,1350.0,122.5,Red,Leather,Red,Fabric,"['Dust bag', 'Detachable Strap']"
Prada Flap Compartment Shoulder Bag Soft Calfskin Small,Prada,805.0,Excellent,1895.0,171.0,Gray,Leather,Black,Leather,['No Accessories']
Celine Vertical Cabas Tote Grained Calfskin Small,Celine,1020.0,Excellent,1300.0,396.0,Green,Leather,Green,Raw Leather,"['Dust bag', 'Detachable Strap']"
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4800.0,Very Good,5800.0,135.0,Black,Leather,Red,Leather,['Authenticity card']
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,Louis Vuitton,3385.0,Excellent,,1340.625,Brown,Canvas (Coated),Red,Fabric,['Dust bag']
Chanel CC Camellia Flap Bag Embellished Lambskin Mini,Chanel,6590.0,Great,,67.5,"Metallic, Silver",Leather,Black,Leather,"['Dust bag', 'Authenticity card']"
Saint Laurent Cassandra Chain Shoulder Bag Leather Small,Saint Laurent,2140.0,Excellent,2350.0,138.125,Black,Leather,Red,Leather,"['Box', 'Dust bag']"
Louis Vuitton Vosges Handbag Whipstitch Monogram Empreinte Leather MM,Louis Vuitton,2865.0,Excellent,,643.5,Black,Leather,Black,Fabric,"['Luggage Tag', 'Detachable Strap']"
Gucci GG Marmont Shoulder Bag Matelasse Leather Small,Gucci,1545.0,Great,,130.625,Black,Leather,Neutral,Microfiber,['No accessories']
Chanel 18K Charms Wallet on Chain Quilted Lambskin,Chanel,3070.0,Very Good,,37.5,Black,Leather,Black,"Leather, Fabric",['Dust bag']
Louis Vuitton Speedy Handbag Monogram Multicolor 30,Louis Vuitton,1400.0,Fair,3150.0,714.0,"White, Multicolor",Canvas (Coated),Red,Microfiber,"['Clochette', 'Keys']"
Louis Vuitton Locky Handbag Monogram Canvas with Leather BB,Louis Vuitton,2130.0,Very Good,,144.0,"Black, Brown","Canvas (Coated), Leather",Black,Microfiber,['Detachable Strap']
Gucci Zip Tote Flora Canvas Large,Gucci,1400.0,Excellent,1500.0,1120.0,"Blue, Print, Multicolor",Canvas Plain,Neutral,Fabric,['Dust bag']
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,Louis Vuitton,3255.0,Very Good,,1200.0,Brown,Canvas (Coated),Red,Fabric,['Dust bag']
Chanel Classic Card Holder on Chain Quilted Caviar Mini,Chanel,2190.0,Excellent,,15.75,Black,Leather,Red,Fabric,"['Box', 'Authenticity card', 'Dust bag']"
Chanel CC Mania Vanity Case Tweed with Lambskin,Chanel,4080.0,Great,,175.5,"Blue, Red, White","Leather, Tweed",Blue,Denim,"['Authenticity card', 'Dust bag']"
Gucci GG Marmont Shoulder Bag Matelasse Leather Small,Gucci,1285.0,Excellent,,148.5,Blue,Leather,Neutral,Microfiber,['Dust bag']
Balenciaga Navy Backpack Canvas Medium,Balenciaga,730.0,Good,1400.0,931.5,Neutral,Canvas (Plain),Black,Fabric,['Dust bag']
Christian Dior Zip Around Backpack Oblique Canvas Medium,Christian Dior,1870.0,Very Good,,1020.0,Blue,Canvas Plain,Black,Fabric,['Dust bag']
Christian Dior Lady Dior Bag Cannage Quilt Lambskin Medium,,,,,,,,,,[]
Louis Vuitton New Wave Chain Bag Quilted Leather PM,Louis Vuitton,1930.0,Very Good,,100.0,Pink,Leather,Pink,Microfiber,"['Dust bag', 'Detachable Strap']"
Bottega Veneta Cassette Crossbody Bag Maxi Intrecciato Leather Mini,Bottega Veneta,1005.0,Excellent,1250.0,65.0,Black,Leather,Brown,Suede,"['Dust bag', 'Detachable Strap']"
Louis Vuitton Vintage Alma Handbag Epi Leather PM,Louis Vuitton,670.0,Great,2120.0,741.0,Yellow,Leather,Purple,Microfiber,"['Keys missing', 'Lock missing']"
Chanel Vintage Front Pocket Tote Lambskin Medium,Chanel,1230.0,Good,,378.0,Black,Leather,Black,Leather,['No accessories']
Louis Vuitton Speedy Bandouliere Bag Monogram Canvas Nano,Louis Vuitton,1765.0,Great,,94.5,Brown,Canvas (Coated),Brown,Fabric,['No accessories']
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2940.0,Excellent,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Dust bag', 'Detachable Strap']"
Celine Phantom Bag Canvas Medium,Celine,785.0,Good,2250.0,1200.0,"Green, Neutral",Canvas (Plain),"Green, Neutral",Canvas Plain,['No accessories']
Prada Front Pocket Camera Bag Tessuto Small,Prada,540.0,Very Good,950.0,80.0,Blue,Nylon,Blue,Fabric,['Detachable Strap']
Louis Vuitton Summit Drive Handbag Monogram Vernis,Louis Vuitton,650.0,Very Good,1680.0,720.0,Red,Patent Leather,Red,Fabric,['No accessories']
Gucci GG Marmont Flap Bag Matelasse Leather Mini,Gucci,1195.0,Fair,1980.0,100.0,Purple,Leather,Neutral,Microfiber,['No accessories']
Gucci Dionysus Convertible Tote Suede Medium,Gucci,1310.0,Good,2750.0,352.6875,Black,Suede,Black,Leather,['Detachable Strap']
Chanel Coco Boy Camera Bag Quilted Leather Small,Chanel,1940.0,Good,3300.0,112.5,Red,Leather,Red,Fabric,['Authenticity card']
Chanel Doudoune Backpack Embossed Nylon Medium,Chanel,2105.0,Excellent,2500.0,920.0,Silver,Nylon,Blue,Nylon,['Authenticity card']
Hermes Evelyne Bag Gen III Clemence PM,Hermes,3015.0,Very Good,3375.0,330.625,Black,Leather,Black,Raw Leather,"['Dust bag', 'Detachable Strap']"
Saint Laurent Spontini Saddle Bag Leather Small,Saint Laurent,1510.0,Great,1750.0,117.0,Black,Leather,Black,Leather,['Dust bag']
Saint Laurent Classic Monogram Tassel Chain Wallet Leather,Saint Laurent,1600.0,Very Good,1690.0,108.0,Pink,Leather,Black,Leather,"['Dust bag', 'Detachable Strap']"
Gucci Soho Disco Crossbody Bag Leather Small,Gucci,1310.0,Excellent,,144.0,Red,Leather,Neutral,Canvas Interior,"['Dust bag', 'Box']"
Louis Vuitton Neverfull Tote Damier PM,Louis Vuitton,1400.0,Great,,467.5,Brown,Canvas (Coated),Red,Fabric,['No accessories']
Chanel Coco Sailor Flap Bag Quilted Jersey Medium,Chanel,4285.0,Great,,195.0,"Neutral, Print, Red",Fabric,Neutral,Leather,"['Dust bag', 'Detachable Strap']"
Louis Vuitton Alma Chain Handbag Epi Leather Mini,Louis Vuitton,1290.0,Excellent,,192.0,Black,Leather,Black,Microfiber,['No accessories']
Chanel Boy Flap Bag Chevron Caviar New Medium,Chanel,6230.0,Very Good,,214.5,Blue,Leather,Blue,Fabric,['Authenticity card']
Chanel CC Delivery Tote Quilted Glazed Calfskin Large,Chanel,3935.0,Very Good,5200.0,600.0,Green,Leather,Black,Fabric,['Authenticity card']
Louis Vuitton Felicie Pochette Monogram Empreinte Leather,Louis Vuitton,1655.0,Very Good,,42.5,Black,Leather,Black,Fabric,"['Insert', 'Pochette missing', 'Box', 'Dust bag', 'Detachable Strap']"
Gucci Dionysus Chain Wallet GG Coated Canvas Small,Gucci,1530.0,Great,,100.0,Brown,Canvas (Coated),Brown,"Fabric, Leather","['Dust bag', 'Detachable Strap']"
Hermes Birkin Handbag Vermillon Swift with Gold Hardware 25,Hermes,14565.0,Very Good,,400.0,Red,Leather,Red,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Box']"
Chanel Citizen Flap Bag Quilted Calfskin Mini,,,,,,,,,,[]
Hermes Kelly Handbag Etrusque Buffalo Skipper with Gold Hardware 35,Hermes,8080.0,Good,,913.5,Brown,Leather,Brown,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']"
Louis Vuitton Lockit Handbag Monogram Canvas Horizontal,Louis Vuitton,880.0,Fair,1090.0,1056.0,Brown,Canvas (Coated),Brown,Fabric,"['Keys missing', 'Lock', 'Dust bag']"
Chanel Vintage Front Pocket Camera Bag Quilted Leather Small,Chanel,2880.0,Very Good,3500.0,144.0,Gray,Leather,Black,Leather,['Authenticity card']
Prada Cuir Double Tote Saffiano Leather Small,Prada,1665.0,Great,2590.0,540.0,White,Leather,Blue,Leather,"['Luggage Tag', 'Poignet', 'Dust bag', 'Detachable Strap']"
Louis Vuitton Kimono Handbag Monogram Canvas and Leather PM,Louis Vuitton,2555.0,Very Good,2970.0,500.0,"Brown, Red","Canvas (Coated), Leather",Red,Microfiber,['Detachable Strap']
Chanel Classic Double Flap Bag Quilted Caviar Maxi,Chanel,4375.0,Good,7700.0,475.0,Blue,Leather,Blue,Leather,['No accessories']
Louis Vuitton Palm Springs Backpack Monogram Canvas Mini,Louis Vuitton,2260.0,Excellent,,178.5,Brown,Canvas (Coated),Black,Fabric,['Detachable Strap']
Chanel Boy Flap Bag Quilted Lambskin Old Medium,Chanel,4010.0,Very Good,5000.0,180.0,Pink,Leather,Neutral,Fabric,['Authenticity card']
Chanel Deauville Tote Studded Caviar Small,Chanel,3670.0,Great,4000.0,787.5,Neutral,Leather,Neutral,Microfiber,"['Dust bag', 'Authenticity card']"
Chanel Bicolor Boy Flap Bag Quilted Lambskin Old Medium,,,,,,,,,,[]
Balenciaga BB Chain Round Shoulder Bag Quilted Wool Medium,Balenciaga,995.0,Great,1715.0,220.5,"Black, Print, Red, Multicolor",Wool,Black,Leather,['Dust bag']
Chanel Classic Flap Shopping Tote Quilted Caviar Large,Chanel,2905.0,Very Good,5500.0,638.0,Gray,Leather,Gray,Fabric,['No accessories']
Balenciaga Logo Ville Bag Leather XXS,Balenciaga,1240.0,Excellent,1790.0,126.0,Blue,Leather,Black,Fabric,"['Dust bag', 'Detachable Strap']"
Saint Laurent Classic Monogram Wallet on Chain Matelasse Chevron Leather Small,Saint Laurent,1300.0,Very Good,,56.25,Black,Leather,Black,Leather,['Detachable Strap']
Gucci Vintage Bamboo Backpack Suede Mini,Gucci,405.0,Good,1295.0,229.5,Black,Suede,Black,Fabric,['No accessories']
Christian Dior Lady Dior Bag Cannage Quilt Lambskin Medium,,,,,,,,,,[]
Christian Dior Vintage Saddle Shoulder Bag Embellished Jacquard and Leather Medium,Christian Dior,1635.0,Very Good,,210.0,"Brown, Neutral","Leather, Jacquard",Brown,Fabric,['No accessories']
Prada Front Pocket Crossbody Bag Saffiano Leather Small,Prada,880.0,Excellent,1350.0,170.0,Pink,Leather,Pink,Fabric,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']"
Chanel Iliad Shopping Tote Printed Canvas Tall,Chanel,1780.0,Very Good,2600.0,1001.0,Neutral,Canvas (Plain),Neutral,Canvas Interior,['Authenticity card']
Louis Vuitton V Tote Monogram Empreinte Leather BB,Louis Vuitton,1805.0,Fair,2750.0,294.0,"Blue, Neutral",Leather,Blue,Microfiber,"['Luggage Tag', 'Detachable Strap']"
Gucci Animalier Crossbody Bag Leather,Gucci,590.0,Excellent,,35.75,Pink,Leather,Neutral,Microfiber,['Detachable Strap']
Celine Bicolor Luggage Bag Leather Mini,,,,,,,,,,[]
Chanel Bicolor Boy Flap Bag Calfskin Old Medium,Chanel,4155.0,Very Good,4900.0,180.0,"Black, Gold",Leather,Black,Fabric,['Authenticity card']
Gucci Cat Face Box Clutch Crystal Embellished Plexiglass,Gucci,1440.0,Excellent,3700.0,56.25,White,Acrylic,White,Acrylic,"['Box', 'Dust bag', 'Accessories dust bag', 'Detachable Strap']"
Burberry Rucksack Backpack Nylon with Leather Small,Burberry,620.0,Great,1150.0,225.0,Black,Fabric,Black,Fabric,['No accessories']
Saint Laurent Classic Monogram Crossbody Bag Grainy Leather Medium,Saint Laurent,1265.0,Good,1990.0,114.0,White,Grainy Leather,Black,"Fabric, Leather",['Dust bag']
Saint Laurent Classic Monogram Envelope Satchel Quilted Leather Medium,,,,,,,,,,[]
Chanel French Riviera Flap Bag Quilted Caviar Large,Chanel,2925.0,Good,3400.0,288.0,Red,Leather,Gray,Fabric,['Authenticity card']
Louis Vuitton Neverfull Tote Limited Edition Monogram Graffiti GM,Louis Vuitton,2800.0,Good,,1664.0,"Brown, Orange, Print",Canvas (Coated),"Gray, Orange, Print",Fabric,['No accessories']
Chanel Boy Flap Bag Quilted Tweed with Patent Old Medium,Chanel,3865.0,Good,4800.0,189.0,"Pink, White","Tweed, Patent Leather",White,Fabric,"['Authenticity card', 'Dust bag']"
Fendi Chef Flap Bag Printed Canvas Small,Fendi,1150.0,Excellent,,312.0,"Black, Brown, Print",Canvas Plain,Brown,Fabric,"['Dust bag', 'Charms']"
Chanel Classic Double Flap Bag Quilted Caviar Maxi,Chanel,5695.0,Very Good,7700.0,409.5,Blue,Leather,Blue,Leather,['Authenticity card']
Louis Vuitton Noe Handbag Epi Leather Large,Louis Vuitton,445.0,Fair,1680.0,984.375,Green,Leather,Black,Microfiber,['No accessories']
Chanel Vintage Clutch with Chain Patent Small,Chanel,1725.0,Good,,248.625,Black,Patent Leather,Black,Leather,['Authenticity card']
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,3125.0,Great,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Dust bag', 'Detachable Strap']"
Christian Dior Book Tote Oblique Canvas Mini,Christian Dior,2370.0,Excellent,,108.0,Blue,Canvas Plain,Blue,Canvas Plain,['Dust bag']
Chanel Casual Rock Airlines Flap Bag Quilted Crumpled Calfskin Medium,Chanel,2375.0,Great,3200.0,262.5,Red,Leather,Red,Fabric,['Authenticity card']
Gucci Rajah Chain Tote Suede XL,Gucci,1700.0,Excellent,3200.0,1122.0,Orange,Suede,Orange,Leather,"['Pochette', 'Dust bag']"
Gucci 1955 Horsebit Top Handle Bag Leather Small,,,,,,,,,,[]
Chanel Boy Wallet on Chain Chevron Calfskin,Chanel,2295.0,Great,2500.0,50.625,Red,Leather,Red,Fabric,['Dust bag']
Gucci GG Marmont Belt Bag Matelasse Velvet,Gucci,620.0,Excellent,980.0,67.5,Blue,Velvet,Pink,Satin,"['Dust bag', 'Detachable Strap']"
Louis Vuitton Pochette Saint Louis Damier,Louis Vuitton,640.0,Very Good,1150.0,114.0,Brown,Canvas (Coated),Brown,Microfiber,['No accessories']
Gucci Web Camera Shoulder Bag GG Coated Canvas Small,Gucci,995.0,Excellent,,130.625,Black,Canvas Coated,Black,Canvas Interior,['Detachable Strap']
Hermes Birkin Handbag Rouge Casaque Clemence with Palladium Hardware 30,Hermes,16695.0,Excellent,,586.5,Red,Leather,Red,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']"
Bottega Veneta Piazza Top Handle Bag Leather with Intrecciato Detail Mini,Bottega Veneta,1370.0,Great,2750.0,112.5,"Blue, Green",Leather,Brown,Microfiber,['Detachable Strap']
Celine Trotteur Crossbody Bag Grainy Leather Small,Celine,1220.0,Great,1950.0,97.5,Pink,Grainy Leather,Pink,Leather,['Dust bag']
Louis Vuitton Cluny Top Handle Bag Epi Leather BB,Louis Vuitton,1525.0,Great,2710.0,320.0,Pink,Leather,Brown,Microfiber,"['Clochette missing', 'Detachable Strap']"
Chanel O Case Clutch Chevron Lambskin with Holographic PVC Small,Chanel,1120.0,Great,,33.25,"Black, Metallic","Leather, Pvc",Black,Microfiber,['No accessories']
Christian Dior Lady Dior Bag Cannage Quilt Calfskin Medium,Christian Dior,2410.0,Good,4450.0,342.0,Green,Leather,Green,Leather,['Detachable Strap']
Chanel Vintage CC Drawstring Bucket Bag Caviar Small,Chanel,2095.0,Very Good,2600.0,432.0,Black,Leather,Black,Leather,['Pochette']
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,Louis Vuitton,3745.0,Pristine,,1248.0,Brown,Canvas (Coated),Red,Fabric,['No accessories']
Chloe C Double Carry Bag Leather Mini,Chloe,995.0,Excellent,1490.0,71.5,Brown,Leather,Neutral,Fabric,['Detachable Strap']
Chloe Marcie Crossbody Bag Leather Small,Chloe,650.0,Very Good,890.0,224.0,Orange,Leather,Green,Fabric,['Dust bag']
